title,country,description,source,date,salary_monthly_usd,seniority
Software Data Analyst,ca,"Ameresco, Inc. (NYSE:AMRC) is a leading energy solutions provider dedicated to helping customers reduce costs, enhance resilience, and decarbonize to net zero in the global energy transition. We are a trusted, full-service partner to public sector and government entities, K-12 schools, higher education, utilities, and healthcare customers across the U.S., Canada, the U.K., and Europe. At Ameresco, we show the way by developing, constructing and operating tailored smart energy efficiency solutio…",adzuna,2026-05-16,,Senior
Senior Data Analyst,ca,"About KIMARU Talent: Founded in 2020, KIMARU Talent partners with VCs, founders, and executives to recruit top-tier talent for gaming studios and tech startups. “KIMARU” is a Japanese verb meaning “to decide (a victory),” which reflects our belief that every great hire moves a company closer to its next win. We believe that business growth starts with great people. With deep expertise in startup recruitment, we’re proud to support our clients in making critical hiring decisions as they scale. A…",adzuna,2025-06-22,,Senior
Intermediate Data Analyst,ca,"Description Join our Training team, where you will play a key role in designing, developing, and delivering modern training and crew solutions for maritime and naval projects. Fleetway is driving the integration of combat and platform systems to support the sailors who will join the River Class Destroyer fleet. Our approach to learning and crew design focuses on practical, data driven solutions that are efficient, accessible, and grounded in proven practices. Our work supports evidence-based de…",adzuna,2026-05-21,,Not Specified
Senior Data Analyst,ca,"Job Description Job Description Wing’s Food Products is committed to consistently producing high quality, safe, legal and authentic food products, that complies with regulatory as well as customer requirements. Food Safety and Quality Culture are of paramount importance to Wing’s Food Product. We are dedicated to achieving customer satisfaction through continuous improvement in all that we do. Regular training’s will be conducted, to ensure continuous development of food safety and quality cult…",adzuna,2026-05-21,3602.19,Senior
Dialer & Data Analyst,ca,"Description The Dialer & Data Analyst will be responsible for managing and optimizing dialer systems. Support account set-up, set up new campaigns, monitor existing campaigns, assist in managing productivity, and ensure operational efficiency. Role will require troubleshooting issues, managing user access, and collaborating on system enhancements. This role includes designing and maintaining reporting, analyzing leading and lagging metrics & KPIs, providing analytics and recommendations for imp…",adzuna,2026-03-25,,Senior
Senior Data Analyst,ca,"About Felix Founded in 2019, Felix is a digital healthcare company that puts the patient in control of their own health and wellbeing. We’re passionate about building technology and beautiful customer experiences to make healthcare more accessible (and more enjoyable) for all Canadians. Felix is Canada's first end-to-end healthcare experience, providing online treatment, prescription delivery and ongoing care. We deliver care across a growing range of daily health categories such as weight loss…",adzuna,2026-01-22,5103.11,Senior
"Data Analyst, HR",ca,"Who We Are For more than 130 years, The Salvation Army has served people in need in communities across Canada and Bermuda. Building on our roots as a world-wide Christian church, each year we help more than 2 million people, providing necessities such as food, clothing and shelter. In addition, we support people experiencing unemployment, addiction and family challenges. We continually adapt and innovate to meet emerging needs and live out our mission, vision and values of hope, service, dignit…",adzuna,2026-04-11,5122.38,Not Specified
Jr Data Analyst,ca,"Job Description Job Description Salary: Summary Our core technology is proven; now, we are scaling. We build rugged, sensor-driven systems for high-voltage infrastructure where failure is not an option. We are looking for a Junior Data Analyst to help turn field and lab data into actionable insights for utilities, product development, and machine learning workflows. In this role, you will support the full data lifecycle: preparing and analyzing datasets, training models, building dashboards, pa…",adzuna,2026-05-10,,Junior
Senior Data Analyst,ca,"This position is posted by Jobgether on behalf of a partner company. We are currently looking for a Senior Data Analyst in Canada. This is a high-impact analytics role at the core of a fast-growing, performance-driven digital organization. You will transform complex marketing, financial, and operational data into clear insights that directly shape business strategy and decision-making. Acting as a key partner to leadership, finance, and operations teams, you will build forecasting models, repor…",adzuna,2026-05-22,,Senior
AML Data Analyst,ca,"Join us to build a more rewarding financial future for all Canadians At Neo, we’re on a mission to build a more rewarding financial future for all Canadians. Life at a rapidly scaling tech startup isn’t for everyone. It’s complex, fast-paced, high-pressure, but also incredibly fulfilling. Since its founding in 2019, Neo has gained incredible traction and is one of the fastest-growing fintech companies in Canada. 1 on Deloitte’s Technology Fast 50 for 2023, 2024, and 2025 — the first company eve…",adzuna,2026-05-13,,Not Specified
Senior Data Analyst,ca,"THE POSITION Our roster has an opening with your name on it We are looking for a Senior Data Analyst to join our team. You will derive insights for group-wide and commercial teams in order to drive actionable insights about the business. You will work alongside a group of other analysts through various individual and team assignments to continually evolve the various tools, models, and data visualizations used to drive the FanDuel Group business. In addition to the specific responsibilities out…",adzuna,2026-04-23,5283.22,Senior
Business Data Analyst,ca,"Join Team CARFAX as a Business Data Analyst Isn't it time you bragged about where you work? At CARFAX, we do, every day. We pride ourselves on being mission-focused on helping to grow a brand built on accuracy and integrity. We care deeply about our products and our customers. We’re more than just a company: We help millions of consumers make more-informed decisions every day. We know that our teammates are our most valuable asset, and we value a balanced life while tackling challenging project…",adzuna,2026-05-01,,Not Specified
Data Analyst - Switchgear,ca,"At IEM, we’re not just building innovative electrical distribution systems, we’re shaping the future. IEM is dedicated to delivering world-class solutions for complex power needs. After 75 years, we continue to push the boundaries of what’s possible. Whether you’re an experienced professional or just starting out, you’ll have the opportunity to contribute, grow, and make a lasting impact on industries that power the world’s most dynamic markets. Position Summary: The Switchgear Data Analyst pla…",adzuna,2026-05-16,,Not Specified
Business Data Analyst,ca,"StackAdapt is the leading technology company that empowers marketers to reach, engage, and convert audiences with precision. With 465 billion automated optimizations per second, the AI-powered StackAdapt Marketing Platform seamlessly connects brand and performance marketing to drive measurable results across the entire customer journey. The most forward-thinking marketers choose StackAdapt to orchestrate high-impact campaigns across programmatic advertising and marketing channels. Who are we: S…",adzuna,2026-05-07,5043.07,Senior
"Data Analyst, Growth",ca,"Building the Future of Crypto Our Krakenites are a world-class team with crypto conviction, united by our desire to discover and unlock the potential of crypto and blockchain technology. What makes us different? Kraken is a mission-focused company rooted in crypto values. As a Krakenite, you’ll join us on our mission to accelerate the global adoption of crypto, so that everyone can achieve financial freedom and inclusion. For over a decade, Kraken’s focus on our mission and crypto ethos has att…",adzuna,2026-04-02,,Not Specified
Business Data Analyst,ca,"This is an opportunity in the exciting and fast-growing transportation technology industry. Public transit is being transformed from a system of static, scheduled fixed-routes, to a dynamic on-demand network, and you’ll be one of the pioneers shaping this transformation. You’ll join a robust and rapidly growing client success team. As a Business Data Analyst, you’ll be responsible for working directly with clients in face-to-face virtual or in-person meetings, analyzing client operations data, …",adzuna,2024-12-04,4802.93,Not Specified
Senior Data Analyst,ca,"Application Deadline: 05/29/2026 Address: 250 Yonge Street Job Family Group: Technology This is an opportunity to join a data ‑ driven team at the core of commercial credit risk, where high ‑ quality data, strong analytics, and collaboration directly support how the Bank understands risk, meets regulatory expectations, and makes lending decisions. As a Senior Data Analyst, you will be part of a team that serves as the backbone for commercial credit risk data. The role is fundamentally data ‑ ce…",adzuna,2026-05-23,4556.78,Senior
Sr. Data Analyst,ca,"Job Type: Permanent Work Model: Hybrid Reference code: 133067 Primary Location: Toronto, ON All Available Locations: Toronto, ON Our Purpose At Deloitte, our Purpose is to make an impact that matters. We exist to inspire and help our people, organizations, communities, and countries to thrive by building a better future. Our work underpins a prosperous society where people can find meaning and opportunity. It builds consumer and business confidence, empowers organizations to find imaginative wa…",adzuna,2026-05-21,,Senior
Senior Data Analyst,ca,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …",adzuna,2026-04-08,7564.61,Senior
Senior Data Analyst,ca,"About us: Spring Financial is a Canadian financial technology company focused on making every day financial services simpler, faster, and more accessible . We build technology that helps Canadians build credit, save money, and access lending products without unnecessary friction. Our platforms allow customers to apply and manage their finances online, by text, or over the phone , making the experience convenient and flexible. Since launching in 2014, Spring has grown into one of Canada’s larges…",adzuna,2026-02-06,4892.98,Senior
Property Data Analyst,ca,"Join Onward: Transforming Lives through Affordable Housing and Community Engagement At Onward Homes, we stand for more than just housing; we represent affordability, community, and the fostering of personal growth. Our commitment to creating affordable homes and empowering individuals to thrive is what drives us. With over five decades of history, Onward stands as a leading not-for-profit dedicated to affordable housing in Calgary. Our Mission: Onward Homes focuses on creating, renovating, and …",adzuna,2026-04-17,3302.01,Senior
Senior Data Analyst,ca,"Who We Are Price Industries Limited, North America’s leading manufacturer and distributor of air distribution products (www.priceindustries.com). The founding principles of Price have never changed – business integrity, first-class service, innovation and a commitment to people. Our dependable quality, reliable delivery, and knowledgeable follow-up service have made Price a market leader in supplying air distribution, critical controls, and noise control products. After more than 60 years, Pric…",adzuna,2026-04-24,4202.56,Senior
Data Analyst Intern,ca,"Make your internship count At Intelcom, interns don’t just observe, they contribute meaningfully to real projects that shape how we operate. You’ll gain hands-on experience, grow your skills, and explore long-term career opportunities in a fast-moving, innovation-driven environment. As a Data Analys t Intern at Intelcom, you will help evaluate volume and density fluctuations to support proactive planning, while identifying areas suitable for electric vehicles. This is a highly data-focused role…",adzuna,2026-05-02,,Junior
Statistical Data Analyst,ca,"Description ABOUT US Almost 1.2 million residents call York Region home, making it one of the largest regions in Canada – and the fastest growing with a population that’s expected to grow to more than 2 million by 2041. Our geography, which is comprised of about 1,800 square kilometers over nine different municipalities, is as beautiful, interesting and diverse as our people. Local government is organized in a two-tier structure and we work together with our local municipalities to provide resi…",adzuna,2026-05-23,,Not Specified
Market Data Analyst,ca,"The Chief Data Office in close partnership with key business stakeholders will support the transformation of the organization to ensure data is leveraged as a strategic asset supporting our business goals. The group’s objectives include: A single, central source for data which is easy to access and describes how the data was obtained Data quality continually monitored and accuracy improved Common standards and policies for data governance Flexible reporting tools to access data and adapt to cha…",adzuna,2026-05-27,,Not Specified
Finance Data Analyst,ca,"Job Description Job Description:\n\nTitre du poste: Data Scientist – Transformation Finance et SAP Description du poste Le ou la Data Scientist soutiendra des initiatives de transformation finance avec un fort accent sur SAP, l’amélioration des systèmes et des processus, ainsi que l’automatisation. Le poste est fortement orienté projets et requiert une personne dotée d’un solide esprit de changement et de très bonnes compétences en gestion de projets, capable de collaborer étroitement avec les …",adzuna,2026-05-15,,Not Specified
Data Analyst / Business Analyst (Data),ca,"Title: Data Analyst / Business Analyst (Data) Location: Fully remote or Hybrid in Toronto, ON Duration and hire type : Contract, 6 month project In this role you’ll help gather and organize information related to data products which will be used to build business-critical, scalable data processing solutions, and intuitive and trustworthy data products that power data discovery, self-service analytics and drive product innovation. You will be part of a global data community and you will work in …",adzuna,2024-07-30,,Not Specified
Data Analyst (Remote) JP890,ca,"Job Description Job Description Project Overview The Government of Alberta (GoA) has embarked on transforming the work of government to deliver simpler, more efficient, and better services for the citizens of Alberta, thereby ensuring that the needs of Albertans are effectively met in the digital age. As part of this role, the Province is expanding the GoA's digital delivery of services with the view of simplifying and providing better user experiences with interactions with the GoA. The Digita…",adzuna,2026-05-16,,Not Specified
Business Analyst / Data Analyst,ca,"Job title: Business Analyst / Data Analyst Job Description: The Business Analyst / Data Analyst will perform various functions, including, but not limited to, assisting the ISIMI Problem Management Team to perform root cause / data analysis research to identify incident trending and initial identification of risk gaps, assist with creation of root cause analysis results shown via various methods, such as Fishbone Cause & Effect charts, pivots, etc. The individual will also assist in compiling P…",adzuna,2026-05-12,,Not Specified
Remote Junior Data Analyst,ca,"Location, Remote (Anywhere in Canada) Job Type, Full-Time / Part-Time Schedule, Flexible About Zonda Home Zonda Home works with housing data, market research, and digital tools used by builders, developers, and real estate professionals. The company provides data and insights that help teams understand trends and make better decisions in the housing market. About the Role We are looking for a detail focused Junior Data Analyst to support basic data tasks and reporting. In this role, you will he…",adzuna,2026-05-27,,Junior
Bilingual Senior Data Analyst,ca,"Job Description Job Description Title: Senior Data Analyst - Bilingual Reports to: Director of Strategy and Performance Analytics Summary Uniban is searching for an experienced and highly accurate Senior Data Analyst, highly motivated about all side of data analytics, adept at collecting, organizing, analyzing, and interpreting large datasets and eager to build data visualizations. Passionate to work in team environments to drive business excellence and supports decision making. Specific Respon…",adzuna,2026-05-15,,Senior
Data Analyst (Remote) JP927,ca,"Job Description Job Description Project Name: Digital Regulatory Assurance System Job Title: Data Product Analyst Scope: The Data Product Analyst – Intermediate will primarily support the Digital Regulatory Assurance System (DRAS) program, where high quality, timely analytics are essential to regulatory and compliance functions. As data and analytics maturity increases, the role may be expanded to support additional enterprise data initiatives. Modernization initiatives across the Government of…",adzuna,2026-05-21,,Not Specified
Data Analyst (Hybrid) JP922,ca,"Job Description Job Description Working alongside existing programs and technical staff, the Data Analyst provides focused analytical capacity during the model design and build phases. This includes validating and testing core data models, canonical definitions, and Unified Business Object designs using real environmental monitoring and regulatory data to ensure the data foundation reflects how the business operates. Responsibilities: A. Model Validation Test proposed canonical elements against…",adzuna,2026-05-21,,Not Specified
"Data Analyst, Surgery & Electrophysiology",ca,"At Johnson & Johnson, we believe health is everything. Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal. Through our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health for humanity. Learn …",adzuna,2026-05-24,,Not Specified
AI Data Analyst Intern,ca,"Make your internship count At Intelcom, interns don’t just observe, they contribute meaningfully to real projects that shape how we operate. You’ll gain hands-on experience, grow your skills, and explore long-term career opportunities in a fast-moving, innovation-driven environment. We are seeking an AI Data Analyst intern to support data analysis projects through the development of artificial intelligence (AI) models. This is an exciting opportunity to gain hands-on experience in developing AI…",adzuna,2026-05-02,,Junior
Senior Business Data Analyst,ca,"YOU never MET A PROBLEM YOU COULDN'T SOLVE The Opportunity Internal Job Title: Senior Analyst, Business Analysis The word “problem” isn’t even in your vocabulary. You prefer to think of it as a challenge waiting for you to work your analytical magic. In fact, when one of your clients describes a challenging situation to you, your brain is already turning it into a query. You love the idea of transforming data into critical information and knowledge and have a burning desire to seek out innovati…",adzuna,2026-04-12,,Junior
Cost Control Data Analyst,ca,"Job Description Job Description Salary: $100,000-$140,000 About the Project: The Eglinton Crosstown West Extension will bring the Eglinton Crosstown LRT another 9.2 kilometers farther west, creating a continuous rapid transit line from the east end of Toronto into Mississauga. The Stations, Rail, and Systems (SRS) package encompasses the design, construction, integration, and commissioning of key project components. Position Overview: The Cost Control Data Analyst plays a key role within the Co…",adzuna,2026-05-03,,Not Specified
Data Analyst Intern - Returns,ca,"Make your internship count At Intelcom, interns don’t just observe, they contribute meaningfully to real projects that shape how we operate. You’ll gain hands-on experience, grow your skills, and explore long-term career opportunities in a fast-moving, innovation-driven environment. We are seeking a Data Analyst Intern to join our Returns team and contribute to advancing our volume management strategy across Canada . This is an exciting opportunity to gain hands-on experience in data analysis, …",adzuna,2026-05-02,,Junior
Research and Data Analyst-Intern,ca,"About UJA Federation of Greater Toronto At UJA Federation of Greater Toronto, our vision is to lead the most vibrant Jewish community in North America - a community characterized by its diversity, unity, compassion, generosity and commitment to Jewish values. Together with our philanthropic, volunteer and professional leadership, we’re changing lives . As one of North America’s leading Jewish non-profits, UJA Federation of Greater Toronto works to preserve and strengthen the quality of Jewish l…",adzuna,2026-04-23,,Junior
"Senior Associate, Data Analyst",ca,"161 Bay Street (93021), Canada, Toronto,Toronto, Ontario, Senior Associate, Data Analyst About Capital One Canada For 30 years, we’ve been on a mission to change banking for good and build relationships by making credit accessible, simple, intuitive and rewarding. We want to help Canadians succeed with credit, because we believe in people — in our customers, in our associates and in talent like you! About the Team Data is at the centre of everything we do at Capital One. Your role as a Data Ana…",adzuna,2026-02-05,,Senior
Forward Deployed Data Analyst,ca,"We’re building Reflow, a workforce and workflow intelligence platform that helps teams understand and improve how work gets done. The quality of our insights depends on how well we interpret signals for each client. Getting that right across organizations and teams is not trivial. It requires understanding of their goals, interpreting their data, and designing precise metrics so classifications stay consistent and meaningful. We’re looking for a Forward Deployed Data Analyst to own this configu…",adzuna,2026-05-07,,Not Specified
Senior Business Data Analyst,ca,"Make a difference in a growing, innovative mental health organization and centre of excellence in people-centered care. Work with supportive colleagues who are passionate about improving lives and champions for quality and continuous learning. As the Senior Business Data Analyst, you will be an integral part of a collaborative team focused on delivering seamless services and programs to our clients and customers. If you are looking for a company that is constantly moving forward in pursuit of s…",adzuna,2026-05-16,,Senior
Sr. Market Data Analyst,ca,"Position Overview: The Sr. Market Data Analyst will report to our Manager, Content Acquisition. This role will be part of our Content Acquisition team and help us become the leading source of real estate information within Canada by expanding our existing content coverage, introducing new data sources, and ensuring the highest standards of quality while updating our data. This role will work with cross functional leaders from Engineering, Product, Support and Sales to help maintain and grow our…",adzuna,2024-09-20,,Senior
"Big Data Analyst, InsurTech",ca,"Description: Our client is one of the largest insurance companies in Europe selling its services through traditional and digital channels which are rapidly growing. It has acquired a state of the art expertise in the latter, which enables it to successfully and rapidly expand in several countries. In Canada, it is starting up a 100% digital P & C insurance company, with this objective:“We want to create a truly disruptive insurance company that will resonate with the Canadian marketplace. A tru…",adzuna,2024-07-30,,Not Specified
"Data Analyst, Customer Analytics",ca,"The Customer Analytics team is seeking a Data Analyst with a strong curiosity for consumer behavior and a proven ability to leverage data to drive strategic business decisions. In this role, you will contribute to a wide range of business and analytics initiatives by building robust measurement frameworks, conducting deep-dive analyses, and partnering closely with data science and business teams. You will help shape consumer-centric KPIs, support predictive modeling efforts, and deliver actiona…",adzuna,2026-05-20,,Not Specified
"Senior Data Analyst, Core",ca,"The Match Group Core Data team is seeking a Senior Data Analyst to help identify and unlock product and cross-brand business opportunities at the enterprise scale across Match Group, which includes brands such as Tinder, Hinge, and Plenty of Fish. Reporting to the Senior Director of Analytics Strategy & Innovation, this person will serve as a trusted partner to Brand Senior Leadership, Product, Data Engineering, and corporate teams. This role is ideal for someone who can move fluidly between ha…",adzuna,2026-04-15,,Senior
BI Developer / Data Analyst,ca,"Kensington delivers the world’s most personal travel experiences. We bring to life each client’s desire to travel in a way that’s tailored specifically for them, in the company of local private guides who ensure that they enjoy the authentic best of their destination. The result is a unique journey rich in memories that last a lifetime! We achieve this because of our extraordinary people, passionate experts with deep knowledge of their destinations. They are what enables us to deliver remarkabl…",adzuna,2026-02-12,4802.93,Not Specified
Marketing & Commercial Data Analyst,ca,"Meet Vermilion We responsibly produce essential energy to support local and global needs while delivering long-term value to our people, shareholders, customers, partners and communities. Our people are fundamental to our success. As a global organization, Excellence , Trust , Respect and Responsibility are at the core of our vision and central to how we do business. Together, these core values create the foundation for our strong and collaborative culture. We prioritize health and safety, the …",adzuna,2026-05-21,,Not Specified
"Data Analyst II, Fraud",ca,"Job Description: At Remitly, we believe everyone deserves the freedom to access, move, and manage their money wherever life takes them. Since 2011, we've tirelessly delivered on our promise to customers sending money globally, providing secure, simple, and reliable ways to manage their money, ensuring true peace of mind. Whether it's supporting loved ones back home, growing a business across continents, or pursuing new opportunities abroad, we're not just here to move money— we're here to move …",adzuna,2026-05-24,6003.66,Not Specified
Lead Financial Data Analyst,ca,"WHAT MAKES US, US Join some of the most innovative thinkers in FinTech as we lead the evolution of financial technology. If you are an innovative, curious, collaborative person who embraces challenges and wants to grow, learn and pursue outcomes with our prestigious financial clients, say Hello to SimCorp! At its foundation, SimCorp is guided by our values — caring, customer success-driven, collaborative, curious, and courageous. Our people-centered organization focuses on skills development, r…",adzuna,2025-12-22,,Senior
Principal Game Data Analyst,ca,"At Kabam, we're constantly raising the bar of excellence in free-to-play gaming. We hire for passion and diversity so that we can triumph in our collective skill. Our teams are made up of a fusion of personalities and interests bound together by a collaborative nature, fun-loving culture, and a drive to do what it takes to make great games. And this is where you come in The Principal Game Data Analyst serves as the technical lead and vertical owner for game analytics across multiple games. You …",adzuna,2026-05-19,,Senior
"Data Analyst, Governance & Resilience",ca,"The Data Governance & Resilience Analyst is responsible for discovering, cataloging, and classifying organizational data assets to support security, governance, compliance, business continuity, and AI readiness. This role operates within the information security and risk management domain, with a primary focus on data governance and oversight. The position is responsible for identifying where data resides, understanding what data exists across the organization, and ensuring it is appropriately …",adzuna,2026-05-19,,Not Specified
GHG Data Analyst Intern,ca,"Make your internship count At Intelcom, interns don’t just observe, they contribute meaningfully to real projects that shape how we operate. You’ll gain hands-on experience, grow your skills, and explore long-term career opportunities in a fast-moving, innovation-driven environment. Intelcom has set an ambitious target: achieving net-zero carbon emissions by 2040. To achieve this, it is essential to implement projects that improve the reliability and quality of our greenhouse gas (GHG) emission…",adzuna,2026-05-02,,Junior
Senior Data Analyst - Marketing,ca,"Improvado is an AI-powered marketing data platform built for mid-market and enterprise teams. We help companies automate complex marketing data workflows, unify data at scale, and surface insights through BI and AI. Brands like ASUS, Docker, Activision, and H&R Block rely on us to simplify analytics and improve marketing performance. We’re a fast-growing Series A startup backed by $34M in funding and driven by a team that moves fast, stays curious, and cares about high-quality execution. About …",adzuna,2026-05-21,,Senior
Senior Marketing Data Analyst,ca,"About Us Let’s go on an adventure together! Hey there, we’re G Adventures. We’re one of the world’s leading small group travel companies, and we’ve always believed that travel isn’t just about where you go — it’s about how it changes you. For the last 35 years, we’ve set out to do things differently. No cookie-cutter tours. No giant buses or cruise ships. And not to mention, as few selfie sticks as possible. Just real humans, travelling your heart out across the world with open minds and a non-…",adzuna,2026-05-08,5103.11,Senior
Data analyst - informatics and systems,ca,"Education: Bachelor's degree Experience: 1 year to less than 2 years Tasks Collect data to identify areas for improvement within an organization's IT infrastructure Design and develop database Operate database management systems to analyze data Research and document data requirements, data collection and administration policy, and data access rules Lead and co-ordinate teams of data administrators in the development and implementation of data policies, standards and models Employment terms opti…",adzuna,2026-05-17,5619.42,Senior
Data analyst - informatics and systems,ca,"Education: Bachelor's degree Experience: Experience an asset or equivalent experience Work setting Consulting firm Tasks Data Science Document customers' requirements for projects Document reporting needs, queries, logic, results and recommendations to other information systems professionals Liaise with staff on data requirements, collection and availability Write scripts related to stored procedures and triggers Supervision 5-10 people Computer and technology knowledge MS SQL Server Progress J…",adzuna,2026-05-21,4995.04,Not Specified
Data Analyst – Banking Regulatory Reporting,ca,"Job Description: Role: Technology/Data Analyst 100% Remote Primary Skills: Strong understanding of data concepts (entities, relationships, keys, domains), data modeling patterns (relational, dimensional, lakehouse), and data lifecycle across environments. - Practical experience interpreting and specifying data flows, data contracts, and interface requirements between systems and platforms. - Familiarity with SQL and/or other data analysis tools sufficient to validate assumptions, mappings, and …",adzuna,2026-05-12,600.37,Not Specified
"Senior Data Analyst, Business Intelligence",ca,"Job Description We are seeking a Senior Data Analyst, Business Intelligence, to play a key role in advancing our data culture and analytical capabilities. We are looking for a curious, adaptable, and forward-thinking individual who is comfortable working in a constantly evolving technology environment, including the integration of AI-assisted development practices. Key Responsibilities Act as a strategic business partner to understand organizational challenges and define performance indicators …",adzuna,2026-05-26,,Senior
"Senior Data Analyst, 3d Design Data",ca,"Job Requisition ID  26WD96440 Position Overview Autodesk seeks a strong senior data analyst within the Data Acquisition team, designated with understanding, quantifying and visualizing various design data elements, enrichments and abstracts. These datasets form the basis for data selection and understanding for various AI/ML projects at Autodesk. This role collaborates with Product Managers, Program/Project managers, other Analysts, Platform Architecture, and the Engineering Team to ensure data…",adzuna,2026-03-18,,Senior
Statistician/Data Analyst - Data Insights and Decision Support,ca,"Job Description Vacancy Status: No: This posting is not for an existing vacancy within the organization and is open to new applications. (New Head Count) AI Disclosure: As part of the application process, Artificial Intelligence will be used in the hiring process for this role Hybrid - This role is categorized as hybrid. This means the successful candidate is expected to report to Markham three times per week, at minimum [or other frequency dictated by the business]. The Role Business Insights …",adzuna,2026-05-13,,Not Specified
Statistician/Data Analyst - Data Insights and Decision Support,ca,"Job Description Vacancy Status: No: This posting is not for an existing vacancy within the organization and is open to new applications. (New Head Count) AI Disclosure: As part of the application process, Artificial Intelligence will be used in the hiring process for this role Hybrid - This role is categorized as hybrid. This means the successful candidate is expected to report to Markham three times per week, at minimum [or other frequency dictated by the business] . The Role Business Insights…",adzuna,2026-05-14,,Not Specified
Market Research & Data Analyst (Entry Level),ca,"Market Research & Data Analyst (Entry Level) Requisition ID: 16759 Location: Calgary, AB, CA, T2C 5G9 Pay Type: Position type: Contract COMPANY OVERVIEW Amrize is building North America. From bridges and railways to data centers, schools, offices and homes, our solutions are inside the buildings and infrastructure that connect people and advance how we live. And we invite you to come and build with us. As the partner of choice for professional builders, we offer advanced branded solutions from …",adzuna,2026-05-17,,Junior
Business Data Analyst – SQL/ Data Warehousing (Banking),ca,"Role: Business Data Analyst – SQL/ Data Warehousing (Banking) MUST HAVE Skills: • Strong knowledge of PL SQL / T-SQL • Experience in Data Modelling (any designer tool), Gap analysis, and MS Visio • Good understanding of Data Warehousing concepts and ETL processes • Experience in driving requirement sessions/meetings with stakeholders • Strong knowledge of SQL for data analysis and data profiling across legacy systems NICE TO HAVE Skills: • Knowledge of Banking domain (accounts, customer data, t…",adzuna,2026-05-07,600.37,Not Specified
Urgent Data Analyst/Specialist Position,ca,"We are seeking a highly skilled and experienced Data Analyst/Specialist to join our team. As a Senior Data Analyst/Specialist, you will play a critical role in driving business growth and informed decision-making by analyzing complex data sets, identifying trends, and providing actionable insights to stakeholders. *Responsibilities:* -Conduct advanced statistical analysis, data mining, and machine learning to identify opportunities and predict outcomes. - Communicate complex data insights and r…",adzuna,2026-05-03,,Senior
Data Analyst - Mapping Level 2,ca,"Job Description As a fast-growing global company offering inspection, industrial and environmental services to the energy industry, our client develops their own high-tech equipment and software and use this technology to execute projects worldwide. They support the energy industry to use natural resources efficiently, safely, and responsibly. Together they get the job done and contribute to a safer and more sustainable world. Our client is growing and looking for people who have the right stuf…",adzuna,2026-01-02,,Not Specified
Lead Data Analyst - Insurance domain,ca,"Role: Senior Data Analyst - Insurance Domain About Cognizant Cognizant is one of the world's leading professional services companies, transforming clients' business, operating, and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build, and run more innovative and efficient businesses. Role Overview We are seeking an experienced Senior Data Analyst with strong expertise in the Insurance domain to support data-driven initiatives acro…",adzuna,2026-05-06,,Senior
"Senior Data Analyst, Retail Analytics",ca,"Department : NAM - Retail Capabilities Reports to: Senior Manager, Retail Analytics Location: North Vancouver, BC Your Opportunity at ARC’TERYX: As an Senior Data Analyst, Retail Analytics, you play a pivotal role in sculpting the landscape of business intelligence within our dynamic retail environment. Positioned at the heart of our Retail Capabilities Department, you will be instrumental in crafting, deploying, and refining sophisticated reports and analytics solutions. By directly collaborat…",adzuna,2026-04-19,5643.44,Senior
Data Analyst – Tarification et performance,ca,"Lauréat du meilleur service client 2023 avec son entité Marine et Innovateur Digital de l’année en 2022, APRIL au Canada est un courtier grossiste spécialisé dans l’assurance de dommage distribuée à un réseau de 4.000 courtiers (B2B) grâce à des solutions innovantes. Nous développons et proposons une vaste gamme d’assurances pour les particuliers et les entreprises, avec des produits flexibles, compétitifs et adaptés aux besoins des assurés. Faisant partie du groupe APRIL basé en France, APRIL …",adzuna,2026-05-07,,Not Specified
Data Analyst - Tarification et performance,ca,"Job Description Job Description Lauréat du meilleur service client 2023 avec son entité Marine et Innovateur Digital de l’année en 2022, APRIL au Canada est un courtier grossiste spécialisé dans l’assurance de dommage distribuée à un réseau de 4.000 courtiers (B2B) grâce à des solutions innovantes. Nous développons et proposons une vaste gamme d’assurances pour les particuliers et les entreprises, avec des produits flexibles, compétitifs et adaptés aux besoins des assurés. Faisant partie du gro…",adzuna,2026-05-07,,Not Specified
Data Analyst (Remote â Canada),ca,Company: Tenstorrent Location: Work from Home (Anywhere in Canada) Job Type: Full-Time / Part-Time Experience Level: Entry-Level (Training Provided) About Tenstorrent Tenstorrent is a growing technology company. We focus on building fast and efficient computer systems. We also help people learn and grow in their careers. Job Overview We are looking for a Data Analyst to join our team. This is an entry-level job. You will work with data to help the team understand information and make better dec…,adzuna,2026-05-10,,Junior
